storeId,categoryName,subcategoryName,avg_price_discount_new,city,DT
0203,Мясо охлажденное,Полуфабрикаты из свинины,524.0,Ekaterinburg,2024-01-13
0124,Овощи,Зелень,2210.767441860465,Moscow,2024-01-15
0124,Сыр,Сыры рассольные национальные,787.8,Moscow,2024-01-13
0238,Мясо охлажденное,Полуфабрикаты из свинины,635.0909090909091,Kazan,2024-01-15
0179,Молочная продукция,Молоко,94.0945945945946,Krasnodar,2024-01-13
0179,Овощи,Перец,1599.0,Krasnodar,2024-01-13
0238,Молочная продукция,Сметана,246.6060606060606,Kazan,2024-01-15
0091,Молочная продукция,Сырки,938.4411764705883,Tumen,2024-01-13
0179,Молочная продукция,Сметана,289.2857142857143,Krasnodar,2024-01-15
0203,Сыр,Тёртые сыры,1599.3333333333333,Ekaterinburg,2024-01-13
0179,Молочная продукция,Кефир,89.6,Krasnodar,2024-01-15
0124,Молочная продукция,Молоко,95.47058823529412,Moscow,2024-01-13
0238,Вино,Красные вина,662.2083333333334,Kazan,2024-01-15
0203,Молочная продукция,Молочные коктейли,165.6875,Ekaterinburg,2024-01-13
0238,Фрукты,Фруктовые снеки и нарезки,48434.5,Kazan,2024-01-15
0210,Вино,Красные вина,773.3208000000001,St.Petersburg,2024-01-13
0091,Молочная продукция,Молочные коктейли,184.0,Tumen,2024-01-15
0179,Молочная продукция,Молочные коктейли,161.21428571428572,Krasnodar,2024-01-13
0210,Фрукты,Фруктовые снеки и нарезки,44652.0,St.Petersburg,2024-01-15
0238,Молочная продукция,Кефир,90.93333333333334,Kazan,2024-01-13
0091,Овощи,Лук,79.0,Tumen,2024-01-15
0179,Сыр,Сыры рассольные национальные,838.2142857142857,Krasnodar,2024-01-13
0091,Молочная продукция,Сливки,505.5405405405405,Tumen,2024-01-15
0203,Сыр,Выдержанные сыры,1282.857142857143,Ekaterinburg,2024-01-13
0203,Сыр,Моцарелла,814.5,Ekaterinburg,2024-01-13
0179,Ягоды,Свежие ягоды,1555.6666666666667,Krasnodar,2024-01-15
0091,Сыр,Моцарелла,827.7142857142857,Tumen,2024-01-13
0091,Сыр,Маасдам,1069.6666666666667,Tumen,2024-01-15
0091,Овощи,Огурцы,466.0,Tumen,2024-01-13
0091,Сыр,Сыры с добавками,1011.5217391304348,Tumen,2024-01-15
0124,Фрукты,Фруктовые десерты,499.0,Moscow,2024-01-13
0091,Молочная продукция,Сметана,260.6823529411765,Tumen,2024-01-15
0203,Овощи,Томаты,752.0,Ekaterinburg,2024-01-13
0238,Вино,Белые вина,553.31975,Kazan,2024-01-15
0210,Молочная продукция,Молоко,95.3913043478261,St.Petersburg,2024-01-13
0203,Сыр,Творожные сыры,730.0819672131148,Ekaterinburg,2024-01-15
0124,Сыр,"Эдам, Гауда, Тильзитер",935.1891891891892,Moscow,2024-01-13
0238,Сыр,Сыры с добавками,1026.6,Kazan,2024-01-15
0091,Овощи,Зелень,1286.142857142857,Tumen,2024-01-13
0179,Молочная продукция,Сливки,357.44565217391306,Krasnodar,2024-01-15
0203,Вино,Белые вина,532.0,Ekaterinburg,2024-01-13
0210,Сыр,Сыры рассольные национальные,769.6,St.Petersburg,2024-01-13
0210,Молочная продукция,Сливки,620.39,St.Petersburg,2024-01-15
0210,Мясо охлажденное,Субпродукты из мяса,3199.0,St.Petersburg,2024-01-13
0238,Сыр,Творожные сыры,734.0674157303371,Kazan,2024-01-15
0179,Вино,Красные вина,251.655,Krasnodar,2024-01-13
0091,Овощи,Баклажаны,533.0,Tumen,2024-01-15
0210,Сыр,"Сыры деликатесные козьи, овечьи",2111.8,St.Petersburg,2024-01-13
0124,Мясо охлажденное,Полуфабрикаты из свинины,516.9166666666666,Moscow,2024-01-15
0124,Мясо охлажденное,Полуфабрикаты из говядины,1634.0,Moscow,2024-01-13
0124,Молочная продукция,Сливки,495.0,Moscow,2024-01-13
0210,Овощи,Томаты,622.1694915254237,St.Petersburg,2024-01-15
0210,Молочная продукция,"Пудинги, десерты",333.6,St.Petersburg,2024-01-13
0203,Сыр,"Фета, Брынза",635.7741935483871,Ekaterinburg,2024-01-15
0203,Молочная продукция,Прочее молоко,259.0,Ekaterinburg,2024-01-13
0203,Овощи,Зернобобовые,422.0,Ekaterinburg,2024-01-15
0210,Овощи,Перец,2232.3333333333335,St.Petersburg,2024-01-13
0210,Сыр,Копчёные снеки,1397.96,St.Petersburg,2024-01-15
0091,Овощи,Перец,1049.0,Tumen,2024-01-13
0124,Сыр,Сыры для кулинарии,727.0178571428571,Moscow,2024-01-15
0124,Сыр,"Фета, Брынза",603.3125,Moscow,2024-01-13
0210,Овощи,Зелень,1471.2340425531916,St.Petersburg,2024-01-15
0091,Молочная продукция,Молоко,95.28,Tumen,2024-01-13
0091,Молочная продукция,Йогурты и творожные десерты,297.1947069943289,Tumen,2024-01-15
0124,Сыр,Маасдам,1055.3333333333333,Moscow,2024-01-13
0238,Сыр,Сыры рассольные национальные,895.5483870967741,Kazan,2024-01-15
0179,Сыр,Маасдам,1097.5,Krasnodar,2024-01-13
0179,Сыр,"Фета, Брынза",652.9814814814815,Krasnodar,2024-01-15
0091,Овощи,Салаты зеленые,1744.5833333333333,Tumen,2024-01-13
0238,Молочная продукция,Молоко,87.70833333333333,Kazan,2024-01-13
0124,Овощи,Зернобобовые,444.0,Moscow,2024-01-15
0179,Сыр,Творожные сыры,761.6428571428571,Krasnodar,2024-01-13
0091,Сыр,Фермерские сыры,1384.2857142857142,Tumen,2024-01-15
0179,Курица,Субпродукты куриные,336.0,Krasnodar,2024-01-13
0210,Курица,Полуфабрикаты куриные,459.0,St.Petersburg,2024-01-15
0124,Сыр,Копчёные снеки,1251.7777777777778,Moscow,2024-01-13
0238,Мясо охлажденное,Мясной фарш и полуфабрикаты,510.56410256410254,Kazan,2024-01-15
0238,Мясо охлажденное,Полуфабрикаты из говядины,1601.5555555555557,Kazan,2024-01-13
0203,Мясо охлажденное,Полуфабрикаты из свинины,545.0,Ekaterinburg,2024-01-15
0238,Сыр,Сыры для гриля,799.0,Kazan,2024-01-13
0124,Сыр,Сыры рассольные национальные,823.2631578947369,Moscow,2024-01-15
0091,Сыр,"Фета, Брынза",637.6666666666666,Tumen,2024-01-13
0179,Молочная продукция,Молоко,93.18048780487806,Krasnodar,2024-01-15
0179,Молочная продукция,Сгущённое молоко,399.9310344827586,Krasnodar,2024-01-13
0179,Овощи,Перец,1599.0,Krasnodar,2024-01-15
0238,Молочная продукция,Сгущённое молоко,427.2307692307692,Kazan,2024-01-13
0210,Сыр,Сыры для гриля,957.0,St.Petersburg,2024-01-13
0091,Молочная продукция,Сырки,942.0925925925926,Tumen,2024-01-15
0203,Молочная продукция,Йогурты и творожные десерты,287.21276595744683,Ekaterinburg,2024-01-13
0203,Сыр,Тёртые сыры,1475.090909090909,Ekaterinburg,2024-01-15
0238,Сыр,"Эдам, Гауда, Тильзитер",860.8387096774194,Kazan,2024-01-13
0124,Молочная продукция,Молоко,96.82513661202186,Moscow,2024-01-15
0124,Сыр,Тёртые сыры,1186.0,Moscow,2024-01-13
0203,Молочная продукция,Молочные коктейли,166.19444444444446,Ekaterinburg,2024-01-15
0179,Сыр,Сыры с плесенью,1880.888888888889,Krasnodar,2024-01-13
0210,Вино,Красные вина,719.1842352941177,St.Petersburg,2024-01-15
0179,Мясо охлажденное,Говядина охлажденная,1187.0,Krasnodar,2024-01-13
0179,Молочная продукция,Молочные коктейли,157.5151515151515,Krasnodar,2024-01-15
0091,Сыр,Сыры с плесенью,1856.5294117647059,Tumen,2024-01-13
0238,Молочная продукция,Кефир,87.97916666666667,Kazan,2024-01-15
0124,Сыр,Тофу,551.5,Moscow,2024-01-13
0179,Сыр,Сыры рассольные национальные,845.8222222222222,Krasnodar,2024-01-15
0124,Мясо охлажденное,Говядина охлажденная,749.0,Moscow,2024-01-13
0203,Сыр,Выдержанные сыры,1293.341463414634,Ekaterinburg,2024-01-15
0091,Вино,Безалкогольные вина,732.0,Tumen,2024-01-13
0203,Сыр,Моцарелла,833.1764705882352,Ekaterinburg,2024-01-15
0091,Сыр,Творожные сыры,688.8571428571429,Tumen,2024-01-13
0091,Сыр,Моцарелла,850.8695652173913,Tumen,2024-01-15
0124,Сыр,Выдержанные сыры,1304.7058823529412,Moscow,2024-01-13
0124,Молочная продукция,Йогурты и творожные десерты,310.4810126582278,Moscow,2024-01-13
0091,Овощи,Огурцы,434.125,Tumen,2024-01-15
0179,Сыр,Тофу,439.0,Krasnodar,2024-01-13
0124,Фрукты,Фруктовые десерты,499.0,Moscow,2024-01-15
0179,Вино,Безалкогольные вина,765.3330000000001,Krasnodar,2024-01-13
0203,Овощи,Томаты,722.125,Ekaterinburg,2024-01-15
0203,Мясо охлажденное,Свинина охлажденная,230.5,Ekaterinburg,2024-01-13
0210,Молочная продукция,Молоко,94.9951690821256,St.Petersburg,2024-01-15
0210,Фрукты,Авокадо,785.0,St.Petersburg,2024-01-13
0124,Сыр,"Эдам, Гауда, Тильзитер",934.6694214876034,Moscow,2024-01-15
0238,Овощи,Томаты,554.6666666666666,Kazan,2024-01-13
0091,Овощи,Зелень,1390.0294117647059,Tumen,2024-01-15
0203,Овощи,Лук,79.0,Ekaterinburg,2024-01-13
0203,Вино,Белые вина,645.16075,Ekaterinburg,2024-01-15
0210,Сыр,Сыры плавленые,563.7543859649123,St.Petersburg,2024-01-13
0210,Сыр,Сыры рассольные национальные,778.448275862069,St.Petersburg,2024-01-15
0091,Ягоды,Свежие ягоды,2136.5,Tumen,2024-01-13
0210,Мясо охлажденное,Субпродукты из мяса,3199.0,St.Petersburg,2024-01-15
0238,Сыр,Выдержанные сыры,1323.5714285714287,Kazan,2024-01-13
0179,Вино,Красные вина,441.32120000000003,Krasnodar,2024-01-15
0203,Молочная продукция,Сгущённое молоко,421.52,Ekaterinburg,2024-01-13
0210,Сыр,"Сыры деликатесные козьи, овечьи",2111.25,St.Petersburg,2024-01-15
0203,Фрукты,Мандарины,257.0,Ekaterinburg,2024-01-13
0124,Мясо охлажденное,Полуфабрикаты из говядины,1527.6923076923076,Moscow,2024-01-15
0210,Вино,Безалкогольные вина,748.6665,St.Petersburg,2024-01-13
0124,Молочная продукция,Сливки,461.4761904761905,Moscow,2024-01-15
0091,Сыр,Колбасные сыры,355.5,Tumen,2024-01-13
0091,Сыр,Выдержанные сыры,1356.2,Tumen,2024-01-13
0210,Молочная продукция,"Пудинги, десерты",317.1111111111111,St.Petersburg,2024-01-15
0203,Молочная продукция,Сырки,980.3529411764706,Ekaterinburg,2024-01-13
0203,Молочная продукция,Прочее молоко,259.0,Ekaterinburg,2024-01-15
0210,Овощи,Морковь,79.0,St.Petersburg,2024-01-13
0210,Овощи,Перец,2099.0,St.Petersburg,2024-01-15
0124,Сыр,Сыры с плесенью,1850.3,Moscow,2024-01-13
0091,Овощи,Перец,924.0,Tumen,2024-01-15
0091,Молочная продукция,Творог и творожная масса,412.48148148148147,Tumen,2024-01-13
0124,Сыр,"Фета, Брынза",619.1960784313726,Moscow,2024-01-15
0124,Фрукты,Фруктовые снеки и нарезки,45363.666666666664,Moscow,2024-01-13
0091,Молочная продукция,Молоко,95.80536912751678,Tumen,2024-01-15
0210,Мясо охлажденное,Мясной фарш и полуфабрикаты,560.1333333333333,St.Petersburg,2024-01-13
0124,Сыр,Маасдам,1043.25,Moscow,2024-01-15
0203,Мясо охлажденное,Мясной фарш и полуфабрикаты,476.6666666666667,Ekaterinburg,2024-01-13
0179,Сыр,Маасдам,1099.1333333333334,Krasnodar,2024-01-15
0203,Сыр,Сыры с плесенью,1830.4705882352941,Ekaterinburg,2024-01-13
0091,Овощи,Салаты зеленые,1769.6875,Tumen,2024-01-15
0203,Сыр,Фермерские сыры,1288.3333333333333,Ekaterinburg,2024-01-13
0238,Молочная продукция,Молоко,91.89502762430939,Kazan,2024-01-15
0124,Молочная продукция,Молочные коктейли,190.88888888888889,Moscow,2024-01-13
0179,Сыр,Творожные сыры,755.6153846153846,Krasnodar,2024-01-15
0124,Мясо охлажденное,Свинина охлажденная,319.0,Moscow,2024-01-13
0179,Курица,Субпродукты куриные,254.42857142857142,Krasnodar,2024-01-15
0179,Сыр,Сыры для кулинарии,746.1904761904761,Krasnodar,2024-01-13
0124,Сыр,Копчёные снеки,1280.8181818181818,Moscow,2024-01-15
0091,Мясо охлажденное,Субпродукты из мяса,3199.0,Tumen,2024-01-13
0238,Мясо охлажденное,Полуфабрикаты из говядины,1562.8,Kazan,2024-01-15
0124,Сыр,Сыры плавленые,558.8,Moscow,2024-01-13
0124,Фрукты,Экзотические фрукты,559.0,Moscow,2024-01-13
0238,Сыр,Сыры для гриля,861.0,Kazan,2024-01-15
0091,Сыр,"Фета, Брынза",630.4571428571429,Tumen,2024-01-15
0210,Молочная продукция,Сметана,293.875,St.Petersburg,2024-01-13
0179,Молочная продукция,Сгущённое молоко,406.63529411764705,Krasnodar,2024-01-15
0091,Сыр,Сыры рассольные национальные,814.5,Tumen,2024-01-13
0238,Молочная продукция,Сгущённое молоко,396.8510638297872,Kazan,2024-01-15
0210,Овощи,Лук,433.0,St.Petersburg,2024-01-13
0210,Молочная продукция,Прочее молоко,432.0,St.Petersburg,2024-01-13
0210,Сыр,Сыры для гриля,1004.6363636363636,St.Petersburg,2024-01-15
0179,Овощи,Томаты,516.8571428571429,Krasnodar,2024-01-13
0203,Молочная продукция,Йогурты и творожные десерты,294.6062639821029,Ekaterinburg,2024-01-15
0179,Молочная продукция,Йогурты и творожные десерты,299.3735632183908,Krasnodar,2024-01-13
0238,Сыр,"Эдам, Гауда, Тильзитер",861.0191387559809,Kazan,2024-01-15
0238,Сыр,Сыры с плесенью,1743.1666666666667,Kazan,2024-01-13
0124,Сыр,Тёртые сыры,1249.3125,Moscow,2024-01-15
0179,Сыр,Моцарелла,964.8666666666667,Krasnodar,2024-01-13
0179,Сыр,Сыры с плесенью,1845.9827586206898,Krasnodar,2024-01-15
0203,Сыр,Сыры рассольные национальные,825.7857142857143,Ekaterinburg,2024-01-13
0179,Мясо охлажденное,Говядина охлажденная,1187.0,Krasnodar,2024-01-15
0179,Овощи,Зернобобовые,311.0,Krasnodar,2024-01-13
0091,Сыр,Сыры с плесенью,1899.0727272727272,Tumen,2024-01-15
0124,Вино,Безалкогольные вина,749.6565,Moscow,2024-01-13
0203,Овощи,Салаты зеленые,1835.0833333333333,Ekaterinburg,2024-01-13
0124,Сыр,Тофу,559.5555555555555,Moscow,2024-01-15
0203,Молочная продукция,Кисломолочные напитки и закваски,173.28571428571428,Ekaterinburg,2024-01-13
0124,Мясо охлажденное,Говядина охлажденная,749.0,Moscow,2024-01-15
0091,Овощи,Томаты,710.5,Tumen,2024-01-13
0091,Вино,Безалкогольные вина,739.4073333333333,Tumen,2024-01-15
0238,Курица,Полуфабрикаты куриные,349.0,Kazan,2024-01-13
0091,Сыр,Творожные сыры,723.8035714285714,Tumen,2024-01-15
0124,Молочная продукция,Творог и творожная масса,448.6,Moscow,2024-01-13
0124,Сыр,Выдержанные сыры,1489.2903225806451,Moscow,2024-01-15
0091,Курица,Полуфабрикаты куриные,464.5,Tumen,2024-01-13
0124,Молочная продукция,Йогурты и творожные десерты,310.3521126760563,Moscow,2024-01-15
0210,Мясо охлажденное,Полуфабрикаты из свинины,646.8,St.Petersburg,2024-01-13
0179,Сыр,Тофу,475.0,Krasnodar,2024-01-15
0179,Сыр,Колбасные сыры,624.0,Krasnodar,2024-01-13
0179,Вино,Безалкогольные вина,754.2220000000001,Krasnodar,2024-01-15
0238,Курица,Субпродукты куриные,266.5,Kazan,2024-01-13
0203,Мясо охлажденное,Свинина охлажденная,220.0,Ekaterinburg,2024-01-15
0203,Сыр,Сыры для гриля,999.0,Ekaterinburg,2024-01-13
0210,Фрукты,Авокадо,785.0,St.Petersburg,2024-01-15
0179,Фрукты,Фруктовые десерты,432.3333333333333,Krasnodar,2024-01-13
0238,Овощи,Томаты,626.0869565217391,Kazan,2024-01-15
0203,Курица,Полуфабрикаты куриные,389.5,Ekaterinburg,2024-01-13
0179,Молочная продукция,Кисломолочные напитки и закваски,1422.2340425531916,Krasnodar,2024-01-13
0203,Овощи,Лук,79.0,Ekaterinburg,2024-01-15
0203,Овощи,"Квашения, соления, овощные закуски соленые",367.52,Ekaterinburg,2024-01-13
0210,Сыр,Сыры плавленые,563.3195266272189,St.Petersburg,2024-01-15
0210,Овощи,Огурцы,632.75,St.Petersburg,2024-01-13
0210,Молочная продукция,Кефир,102.19047619047619,St.Petersburg,2024-01-13
0091,Ягоды,Свежие ягоды,2184.0,Tumen,2024-01-15
0179,Молочная продукция,"Пудинги, десерты",299.06666666666666,Krasnodar,2024-01-13
0238,Сыр,Выдержанные сыры,1304.857142857143,Kazan,2024-01-15
0091,Курица,Субпродукты куриные,219.0,Tumen,2024-01-13
0203,Молочная продукция,Сгущённое молоко,409.14516129032256,Ekaterinburg,2024-01-15
0203,Овощи,Зелень,1575.4375,Ekaterinburg,2024-01-13
0210,Овощи,Очищенные овощи,220.28571428571428,St.Petersburg,2024-01-13
0203,Фрукты,Мандарины,257.0,Ekaterinburg,2024-01-15
0179,Овощи,Другие корнеплоды,1024.0,Krasnodar,2024-01-13
0210,Вино,Безалкогольные вина,748.6664999999999,St.Petersburg,2024-01-15
0179,Сыр,Сыры плавленые,544.468085106383,Krasnodar,2024-01-13
0091,Сыр,Колбасные сыры,383.4,Tumen,2024-01-15
0203,Фрукты,Виноград,1019.0,Ekaterinburg,2024-01-13
0091,Сыр,Выдержанные сыры,1351.2340425531916,Tumen,2024-01-15
0210,Сыр,Сыры с плесенью,1978.344827586207,St.Petersburg,2024-01-13
0210,Молочная продукция,Кисломолочные напитки и закваски,178.97826086956522,St.Petersburg,2024-01-13
0203,Молочная продукция,Сырки,997.233870967742,Ekaterinburg,2024-01-15
0124,Овощи,Баклажаны,333.0,Moscow,2024-01-13
0210,Овощи,Морковь,79.0,St.Petersburg,2024-01-15
0179,Овощи,"Квашения, соления, овощные закуски соленые",266.5,Krasnodar,2024-01-13
0124,Сыр,Сыры с плесенью,1860.7692307692307,Moscow,2024-01-15
0179,Сыр,Тёртые сыры,1407.75,Krasnodar,2024-01-13
0091,Молочная продукция,Творог и творожная масса,417.09554140127386,Tumen,2024-01-15
0238,Молочная продукция,Сырки,998.8,Kazan,2024-01-13
0210,Молочная продукция,Творог и творожная масса,434.72727272727275,St.Petersburg,2024-01-13
0124,Фрукты,Фруктовые снеки и нарезки,46128.818181818184,Moscow,2024-01-15
0238,Сыр,Моцарелла,871.8333333333334,Kazan,2024-01-13
0210,Мясо охлажденное,Мясной фарш и полуфабрикаты,553.2444444444444,St.Petersburg,2024-01-15
0203,Мясо охлажденное,Мясной фарш и полуфабрикаты,530.7,Ekaterinburg,2024-01-15
0210,Сыр,Тофу,647.4,St.Petersburg,2024-01-13
0238,Сыр,Сыры плавленые,524.3513513513514,Kazan,2024-01-13
0203,Сыр,Сыры с плесенью,1806.0212765957447,Ekaterinburg,2024-01-15
0238,Сыр,Колбасные сыры,666.6666666666666,Kazan,2024-01-13
0203,Сыр,Фермерские сыры,1242.5714285714287,Ekaterinburg,2024-01-15
0124,Ягоды,Свежие ягоды,1861.5,Moscow,2024-01-13
0124,Молочная продукция,Молочные коктейли,204.77777777777777,Moscow,2024-01-15
0124,Молочная продукция,"Пудинги, десерты",362.6,Moscow,2024-01-13
0124,Мясо охлажденное,Свинина охлажденная,319.0,Moscow,2024-01-15
0091,Яйца,Жидкое яйцо,339.0,Tumen,2024-01-13
0179,Сыр,Сыры для кулинарии,722.0952380952381,Krasnodar,2024-01-15
0210,Вино,Белые вина,741.0556,St.Petersburg,2024-01-13
0091,Мясо охлажденное,Субпродукты из мяса,3199.0,Tumen,2024-01-15
0179,Сыр,"Сыры деликатесные козьи, овечьи",2399.0,Krasnodar,2024-01-13
0124,Сыр,Сыры плавленые,545.9508196721312,Moscow,2024-01-15
0179,Вино,Белые вина,568.4353333333333,Krasnodar,2024-01-13
0124,Фрукты,Экзотические фрукты,559.0,Moscow,2024-01-15
0124,Овощи,Огурцы,532.0,Moscow,2024-01-13
0203,Фрукты,Авокадо,528.0,Ekaterinburg,2024-01-13
0210,Молочная продукция,Сметана,292.0487804878049,St.Petersburg,2024-01-15
0210,Мясо охлажденное,Говядина охлажденная,974.0,St.Petersburg,2024-01-13
0091,Сыр,Сыры рассольные национальные,826.6666666666666,Tumen,2024-01-15
0091,Молочная продукция,"Пудинги, десерты",339.1111111111111,Tumen,2024-01-13
0210,Овощи,Лук,433.0,St.Petersburg,2024-01-15
0210,Овощи,"Квашения, соления, овощные закуски соленые",258.0,St.Petersburg,2024-01-13
0210,Молочная продукция,Прочее молоко,434.57142857142856,St.Petersburg,2024-01-15
0238,Курица,Куриный фарш,199.0,Kazan,2024-01-13
0210,Ягоды,Свежие ягоды,2709.0,St.Petersburg,2024-01-13
0179,Овощи,Томаты,549.9555555555555,Krasnodar,2024-01-15
0203,Овощи,Капуста,279.0,Ekaterinburg,2024-01-13
0179,Молочная продукция,Йогурты и творожные десерты,300.5874263261297,Krasnodar,2024-01-15
0124,Сыр,Творожные сыры,718.9473684210526,Moscow,2024-01-13
0238,Сыр,Сыры с плесенью,1733.490909090909,Kazan,2024-01-15
0091,Фрукты,Мандарины,258.0,Tumen,2024-01-13
0179,Сыр,Моцарелла,981.5,Krasnodar,2024-01-15
0124,Молочная продукция,Сырки,954.4864864864865,Moscow,2024-01-13
0238,Ягоды,Свежие ягоды,1474.0,Kazan,2024-01-13
0203,Сыр,Сыры рассольные национальные,817.8648648648649,Ekaterinburg,2024-01-15
0203,Молочная продукция,Сметана,264.4222222222222,Ekaterinburg,2024-01-13
0179,Овощи,Зернобобовые,311.0,Krasnodar,2024-01-15
0203,Сыр,Сыры плавленые,546.2142857142857,Ekaterinburg,2024-01-13
0124,Вино,Безалкогольные вина,749.6565,Moscow,2024-01-15
0179,Молочная продукция,Прочее молоко,116.0,Krasnodar,2024-01-13
0203,Овощи,Салаты зеленые,1793.6451612903227,Ekaterinburg,2024-01-15
0203,Фрукты,Киви,308.0,Ekaterinburg,2024-01-13
0203,Сыр,Сыры с добавками,1001.2857142857143,Ekaterinburg,2024-01-13
0203,Молочная продукция,Кисломолочные напитки и закваски,1085.3030303030303,Ekaterinburg,2024-01-15
0203,Ягоды,Свежие ягоды,2048.0,Ekaterinburg,2024-01-13
0091,Овощи,Томаты,707.4583333333334,Tumen,2024-01-15
0091,Овощи,"Квашения, соления, овощные закуски соленые",335.1304347826087,Tumen,2024-01-13
0238,Курица,Полуфабрикаты куриные,349.0,Kazan,2024-01-15
0238,Овощи,Проростки,1048.0,Kazan,2024-01-13
0124,Молочная продукция,Творог и творожная масса,453.9160839160839,Moscow,2024-01-15
0210,Овощи,Салаты зеленые,1329.2631578947369,St.Petersburg,2024-01-13
0179,Мясо охлажденное,Полуфабрикаты из свинины,699.0,Krasnodar,2024-01-13
0091,Курица,Полуфабрикаты куриные,468.6,Tumen,2024-01-15
0124,Вино,Белые вина,659.6565,Moscow,2024-01-13
0210,Мясо охлажденное,Полуфабрикаты из свинины,627.6666666666666,St.Petersburg,2024-01-15
0238,Овощи,Салаты зеленые,1621.6666666666667,Kazan,2024-01-13
0179,Сыр,Колбасные сыры,560.1428571428571,Krasnodar,2024-01-15
0124,Молочная продукция,Прочее молоко,470.0,Moscow,2024-01-13
0238,Курица,Субпродукты куриные,275.4,Kazan,2024-01-15
0238,Молочная продукция,Сливки,707.939393939394,Kazan,2024-01-13
0203,Сыр,Сыры для гриля,980.0,Ekaterinburg,2024-01-15
0203,Мясо охлажденное,Субпродукты из мяса,3199.0,Ekaterinburg,2024-01-13
0179,Фрукты,Фруктовые десерты,439.90909090909093,Krasnodar,2024-01-15
0210,Сыр,Выдержанные сыры,1850.96,St.Petersburg,2024-01-13
0210,Овощи,Зернобобовые,533.0,St.Petersburg,2024-01-13
0203,Курица,Полуфабрикаты куриные,396.2,Ekaterinburg,2024-01-15
0203,Вино,Красные вина,639.1063333333333,Ekaterinburg,2024-01-13
0179,Молочная продукция,Кисломолочные напитки и закваски,1057.639097744361,Krasnodar,2024-01-15
