storeId,categoryName,subcategoryName,avg_price_regular_new,city,DT
0179,Сыр,"Фета, Брынза",798.3529411764706,Krasnodar,2024-01-13
0124,Овощи,Зернобобовые,467.0,Moscow,2024-01-13
0091,Сыр,Фермерские сыры,977.0,Tumen,2024-01-13
0238,Сыр,Сыры для кулинарии,741.4186046511628,Kazan,2024-01-15
0210,Курица,Полуфабрикаты куриные,397.0,St.Petersburg,2024-01-13
0124,Курица,Куриный фарш,240.0,Moscow,2024-01-15
0238,Мясо охлажденное,Мясной фарш и полуфабрикаты,609.5,Kazan,2024-01-13
0203,Курица,Субпродукты куриные,252.0,Ekaterinburg,2024-01-15
0203,Мясо охлажденное,Полуфабрикаты из свинины,552.0,Ekaterinburg,2024-01-13
0124,Сыр,Сыры рассольные национальные,898.9,Moscow,2024-01-13
0238,Молочная продукция,Творог и творожная масса,482.5156950672646,Kazan,2024-01-15
0210,Овощи,Другие корнеплоды,691.0,St.Petersburg,2024-01-15
0179,Молочная продукция,Молоко,109.79729729729729,Krasnodar,2024-01-13
0210,Сыр,Фермерские сыры,1498.0,St.Petersburg,2024-01-15
0179,Овощи,Перец,2157.5,Krasnodar,2024-01-13
0124,Овощи,Зелень,2357.4651162790697,Moscow,2024-01-15
0179,Курица,Куриная разделка,446.0,Krasnodar,2024-01-17
0091,Молочная продукция,Сырки,1232.0,Tumen,2024-01-13
0238,Мясо охлажденное,Полуфабрикаты из свинины,716.5454545454545,Kazan,2024-01-15
0203,Сыр,Тёртые сыры,1684.0,Ekaterinburg,2024-01-13
0238,Сыр,Сыры для кулинарии,735.4473684210526,Kazan,2024-01-17
0238,Молочная продукция,Сметана,294.219696969697,Kazan,2024-01-15
0124,Молочная продукция,Молоко,112.92156862745098,Moscow,2024-01-13
0179,Молочная продукция,Сметана,329.8487394957983,Krasnodar,2024-01-15
0203,Курица,Субпродукты куриные,256.7,Ekaterinburg,2024-01-17
0203,Молочная продукция,Молочные коктейли,203.8125,Ekaterinburg,2024-01-13
0179,Молочная продукция,Кефир,103.21176470588236,Krasnodar,2024-01-15
0238,Молочная продукция,Творог и творожная масса,476.7379679144385,Kazan,2024-01-17
0210,Вино,Красные вина,1127.054,St.Petersburg,2024-01-13
0238,Вино,Красные вина,725.1863333333332,Kazan,2024-01-15
0238,Фрукты,Авокадо,827.0,Kazan,2024-01-17
0179,Молочная продукция,Молочные коктейли,209.35714285714286,Krasnodar,2024-01-13
0238,Фрукты,Фруктовые снеки и нарезки,50990.75,Kazan,2024-01-15
0210,Овощи,Другие корнеплоды,848.8333333333334,St.Petersburg,2024-01-17
0091,Молочная продукция,Молочные коктейли,222.46511627906978,Tumen,2024-01-15
0238,Молочная продукция,Кефир,106.33333333333333,Kazan,2024-01-13
0210,Сыр,Фермерские сыры,1498.0,St.Petersburg,2024-01-17
0210,Фрукты,Фруктовые снеки и нарезки,47017.0,St.Petersburg,2024-01-15
0179,Сыр,Сыры рассольные национальные,923.2142857142857,Krasnodar,2024-01-13
0124,Овощи,Зелень,2178.962962962963,Moscow,2024-01-17
0203,Сыр,Выдержанные сыры,1637.4285714285713,Ekaterinburg,2024-01-13
0238,Мясо охлажденное,Полуфабрикаты из свинины,724.421052631579,Kazan,2024-01-17
0203,Сыр,Моцарелла,972.5,Ekaterinburg,2024-01-13
0091,Овощи,Лук,84.0,Tumen,2024-01-15
0179,Молочная продукция,Сметана,336.3921568627451,Krasnodar,2024-01-17
0091,Молочная продукция,Сливки,596.7297297297297,Tumen,2024-01-15
0091,Сыр,Моцарелла,1035.4285714285713,Tumen,2024-01-13
0091,Овощи,Огурцы,528.6666666666666,Tumen,2024-01-13
0179,Молочная продукция,Кефир,103.17021276595744,Krasnodar,2024-01-17
0238,Молочная продукция,Сметана,291.2081447963801,Kazan,2024-01-17
0238,Фрукты,Фруктовые снеки и нарезки,50943.42857142857,Kazan,2024-01-17
0124,Фрукты,Фруктовые десерты,526.0,Moscow,2024-01-13
0091,Молочная продукция,Молочные коктейли,223.7910447761194,Tumen,2024-01-17
0179,Ягоды,Свежие ягоды,2652.3333333333335,Krasnodar,2024-01-15
0091,Вино,Розовые вина,1021.4827777777776,Tumen,2024-01-17
0091,Сыр,Маасдам,1388.3333333333333,Tumen,2024-01-15
0203,Овощи,Томаты,972.6666666666666,Ekaterinburg,2024-01-13
0210,Фрукты,Фруктовые снеки и нарезки,47278.48148148148,St.Petersburg,2024-01-17
0091,Сыр,Сыры с добавками,1373.608695652174,Tumen,2024-01-15
0210,Молочная продукция,Молоко,114.02898550724638,St.Petersburg,2024-01-13
0124,Сыр,"Эдам, Гауда, Тильзитер",1193.081081081081,Moscow,2024-01-13
0091,Молочная продукция,Сметана,307.6823529411765,Tumen,2024-01-15
0091,Овощи,Лук,84.0,Tumen,2024-01-17
0238,Вино,Белые вина,652.6365,Kazan,2024-01-15
0179,Ягоды,Свежие ягоды,2652.3333333333335,Krasnodar,2024-01-17
0203,Сыр,Творожные сыры,903.655737704918,Ekaterinburg,2024-01-15
0091,Овощи,Зелень,1534.7857142857142,Tumen,2024-01-13
0238,Сыр,Сыры с добавками,1423.8,Kazan,2024-01-15
0091,Молочная продукция,Сливки,599.7578125,Tumen,2024-01-17
0203,Вино,Белые вина,645.72,Ekaterinburg,2024-01-13
0179,Молочная продукция,Сливки,433.29347826086956,Krasnodar,2024-01-15
0091,Сыр,Маасдам,1395.9148936170213,Tumen,2024-01-17
0210,Сыр,Сыры рассольные национальные,851.7,St.Petersburg,2024-01-13
0210,Молочная продукция,Сливки,716.78,St.Petersburg,2024-01-15
0091,Сыр,Сыры с добавками,1371.3529411764705,Tumen,2024-01-17
0091,Молочная продукция,Сметана,316.0285714285714,Tumen,2024-01-17
0210,Мясо охлажденное,Субпродукты из мяса,3369.0,St.Petersburg,2024-01-13
0238,Сыр,Творожные сыры,879.3033707865169,Kazan,2024-01-15
0179,Вино,Красные вина,300.0215,Krasnodar,2024-01-13
0091,Овощи,Баклажаны,561.0,Tumen,2024-01-15
0238,Вино,Белые вина,652.6365000000001,Kazan,2024-01-17
0210,Сыр,"Сыры деликатесные козьи, овечьи",2765.8,St.Petersburg,2024-01-13
0179,Молочная продукция,Сливки,428.85333333333335,Krasnodar,2024-01-17
0124,Мясо охлажденное,Полуфабрикаты из свинины,584.1666666666666,Moscow,2024-01-15
0238,Сыр,Сыры с добавками,1423.0,Kazan,2024-01-17
0124,Мясо охлажденное,Полуфабрикаты из говядины,1937.6666666666667,Moscow,2024-01-13
0203,Сыр,Творожные сыры,916.70796460177,Ekaterinburg,2024-01-17
0210,Овощи,Томаты,811.1694915254237,St.Petersburg,2024-01-15
0124,Молочная продукция,Сливки,579.1818181818181,Moscow,2024-01-13
0210,Молочная продукция,"Пудинги, десерты",369.7,St.Petersburg,2024-01-13
0238,Сыр,Творожные сыры,878.5878378378378,Kazan,2024-01-17
0203,Сыр,"Фета, Брынза",792.3870967741935,Ekaterinburg,2024-01-15
0203,Овощи,Зернобобовые,444.0,Ekaterinburg,2024-01-15
0210,Молочная продукция,Сливки,757.7916666666666,St.Petersburg,2024-01-17
0203,Молочная продукция,Прочее молоко,321.5,Ekaterinburg,2024-01-13
0210,Сыр,Копчёные снеки,1596.6,St.Petersburg,2024-01-15
0210,Овощи,Перец,2350.3333333333335,St.Petersburg,2024-01-13
0091,Овощи,Баклажаны,561.0,Tumen,2024-01-17
0124,Мясо охлажденное,Полуфабрикаты из свинины,650.0,Moscow,2024-01-17
0124,Сыр,Сыры для кулинарии,899.7142857142857,Moscow,2024-01-15
0210,Овощи,Томаты,803.8265306122449,St.Petersburg,2024-01-17
0091,Овощи,Перец,1105.0,Tumen,2024-01-13
0210,Овощи,Зелень,1549.8297872340424,St.Petersburg,2024-01-15
0203,Сыр,"Фета, Брынза",793.0357142857143,Ekaterinburg,2024-01-17
0091,Молочная продукция,Йогурты и творожные десерты,358.5274102079395,Tumen,2024-01-15
0124,Сыр,"Фета, Брынза",755.25,Moscow,2024-01-13
0091,Молочная продукция,Молоко,111.44,Tumen,2024-01-13
0203,Овощи,Зернобобовые,444.0,Ekaterinburg,2024-01-17
0238,Сыр,Сыры рассольные национальные,979.4193548387096,Kazan,2024-01-15
0124,Сыр,Маасдам,1391.111111111111,Moscow,2024-01-13
0179,Сыр,"Фета, Брынза",801.2592592592592,Krasnodar,2024-01-15
0210,Сыр,Копчёные снеки,1594.125,St.Petersburg,2024-01-17
0179,Сыр,Маасдам,1405.3,Krasnodar,2024-01-13
0124,Сыр,Сыры для кулинарии,891.5978260869565,Moscow,2024-01-17
0124,Овощи,Зернобобовые,467.0,Moscow,2024-01-15
0210,Овощи,Зелень,1568.392405063291,St.Petersburg,2024-01-17
0091,Овощи,Салаты зеленые,1938.0833333333333,Tumen,2024-01-13
0091,Сыр,Фермерские сыры,1457.7142857142858,Tumen,2024-01-15
0238,Сыр,Сыры рассольные национальные,974.9056603773585,Kazan,2024-01-17
0238,Молочная продукция,Молоко,101.85416666666667,Kazan,2024-01-13
0210,Курица,Полуфабрикаты куриные,483.5,St.Petersburg,2024-01-15
0091,Молочная продукция,Йогурты и творожные десерты,356.96459096459097,Tumen,2024-01-17
0179,Сыр,Творожные сыры,923.0,Krasnodar,2024-01-13
0238,Мясо охлажденное,Мясной фарш и полуфабрикаты,588.6666666666666,Kazan,2024-01-15
0091,Сыр,Фермерские сыры,1550.8333333333333,Tumen,2024-01-17
0179,Курица,Субпродукты куриные,354.0,Krasnodar,2024-01-13
0203,Мясо охлажденное,Полуфабрикаты из свинины,622.3333333333334,Ekaterinburg,2024-01-15
0210,Курица,Полуфабрикаты куриные,508.45454545454544,St.Petersburg,2024-01-17
0124,Сыр,Сыры рассольные национальные,931.1578947368421,Moscow,2024-01-15
0124,Сыр,Копчёные снеки,1511.888888888889,Moscow,2024-01-13
0179,Молочная продукция,Молоко,109.30731707317074,Krasnodar,2024-01-15
0238,Мясо охлажденное,Полуфабрикаты из говядины,1748.4444444444443,Kazan,2024-01-13
0179,Овощи,Перец,2157.5,Krasnodar,2024-01-15
0179,Сыр,"Фета, Брынза",802.6222222222223,Krasnodar,2024-01-17
0091,Молочная продукция,Сырки,1193.3240740740741,Tumen,2024-01-15
0238,Сыр,Сыры для гриля,842.0,Kazan,2024-01-13
0091,Сыр,"Фета, Брынза",781.9166666666666,Tumen,2024-01-13
0203,Сыр,Тёртые сыры,1553.1818181818182,Ekaterinburg,2024-01-15
0124,Овощи,Зернобобовые,467.0,Moscow,2024-01-17
0179,Молочная продукция,Сгущённое молоко,446.2758620689655,Krasnodar,2024-01-13
0238,Мясо охлажденное,Мясной фарш и полуфабрикаты,587.7543859649123,Kazan,2024-01-17
0238,Молочная продукция,Сгущённое молоко,460.0,Kazan,2024-01-13
0124,Молочная продукция,Молоко,113.93442622950819,Moscow,2024-01-15
0203,Молочная продукция,Молочные коктейли,202.13888888888889,Ekaterinburg,2024-01-15
0210,Сыр,Сыры для гриля,1288.3333333333333,St.Petersburg,2024-01-13
0210,Вино,Красные вина,1100.3545294117648,St.Petersburg,2024-01-15
0124,Вино,Розовые вина,1052.653,Moscow,2024-01-17
0203,Молочная продукция,Йогурты и творожные десерты,347.5904255319149,Ekaterinburg,2024-01-13
0124,Сыр,Сыры рассольные национальные,920.6333333333333,Moscow,2024-01-17
0179,Молочная продукция,Молочные коктейли,202.5151515151515,Krasnodar,2024-01-15
0238,Сыр,"Эдам, Гауда, Тильзитер",1098.3225806451612,Kazan,2024-01-13
0179,Молочная продукция,Молоко,109.03560830860535,Krasnodar,2024-01-17
0238,Молочная продукция,Кефир,101.85416666666667,Kazan,2024-01-15
0124,Сыр,Тёртые сыры,1269.8,Moscow,2024-01-13
0179,Овощи,Перец,2280.3333333333335,Krasnodar,2024-01-17
0179,Сыр,Сыры рассольные национальные,928.5111111111111,Krasnodar,2024-01-15
0179,Сыр,Сыры с плесенью,2434.4444444444443,Krasnodar,2024-01-13
0203,Сыр,Тёртые сыры,1448.8095238095239,Ekaterinburg,2024-01-17
0179,Мясо охлажденное,Говядина охлажденная,1249.0,Krasnodar,2024-01-13
0203,Сыр,Выдержанные сыры,1654.5853658536585,Ekaterinburg,2024-01-15
0091,Молочная продукция,Сырки,1221.92,Tumen,2024-01-17
0203,Сыр,Моцарелла,985.2941176470588,Ekaterinburg,2024-01-15
0091,Сыр,Сыры с плесенью,2477.823529411765,Tumen,2024-01-13
0091,Сыр,Моцарелла,1053.391304347826,Tumen,2024-01-15
0124,Сыр,Тофу,581.5,Moscow,2024-01-13
0124,Молочная продукция,Молоко,114.40333333333334,Moscow,2024-01-17
0124,Мясо охлажденное,Говядина охлажденная,1052.0,Moscow,2024-01-13
0091,Овощи,Огурцы,528.0,Tumen,2024-01-15
0203,Молочная продукция,Молочные коктейли,202.32857142857142,Ekaterinburg,2024-01-17
0124,Фрукты,Фруктовые десерты,526.0,Moscow,2024-01-15
0203,Овощи,Томаты,916.5,Ekaterinburg,2024-01-15
0210,Молочная продукция,Молоко,113.05797101449275,St.Petersburg,2024-01-15
0124,Сыр,"Эдам, Гауда, Тильзитер",1183.6528925619834,Moscow,2024-01-15
0091,Овощи,Зелень,1620.8529411764705,Tumen,2024-01-15
0091,Вино,Безалкогольные вина,912.386,Tumen,2024-01-13
0203,Вино,Белые вина,875.5207499999999,Ekaterinburg,2024-01-15
0210,Вино,Красные вина,1105.4415357142857,St.Petersburg,2024-01-17
0091,Сыр,Творожные сыры,885.0714285714286,Tumen,2024-01-13
0203,Вино,Безалкогольные вина,912.386,Ekaterinburg,2024-01-17
0124,Сыр,Выдержанные сыры,1670.1176470588234,Moscow,2024-01-13
0179,Молочная продукция,Молочные коктейли,200.4,Krasnodar,2024-01-17
0210,Сыр,Сыры рассольные национальные,855.9310344827586,St.Petersburg,2024-01-15
0124,Молочная продукция,Йогурты и творожные десерты,383.80379746835445,Moscow,2024-01-13
0179,Сыр,Сыры рассольные национальные,931.8333333333334,Krasnodar,2024-01-17
0179,Сыр,Тофу,526.0,Krasnodar,2024-01-13
0210,Мясо охлажденное,Субпродукты из мяса,3369.0,St.Petersburg,2024-01-15
0238,Молочная продукция,Кефир,101.0657894736842,Kazan,2024-01-17
0179,Вино,Безалкогольные вина,947.453,Krasnodar,2024-01-13
0179,Вино,Красные вина,602.1211999999999,Krasnodar,2024-01-15
0203,Сыр,Выдержанные сыры,1676.027397260274,Ekaterinburg,2024-01-17
0203,Мясо охлажденное,Свинина охлажденная,243.0,Ekaterinburg,2024-01-13
0210,Сыр,"Сыры деликатесные козьи, овечьи",2711.5625,St.Petersburg,2024-01-15
0091,Сыр,Моцарелла,1078.1315789473683,Tumen,2024-01-17
0210,Фрукты,Авокадо,1022.0,St.Petersburg,2024-01-13
0124,Мясо охлажденное,Полуфабрикаты из говядины,1762.8461538461538,Moscow,2024-01-15
0203,Сыр,Моцарелла,982.9,Ekaterinburg,2024-01-17
0238,Овощи,Томаты,689.8333333333334,Kazan,2024-01-13
0124,Молочная продукция,Сливки,538.4571428571429,Moscow,2024-01-15
0203,Овощи,Лук,84.0,Ekaterinburg,2024-01-13
0091,Овощи,Огурцы,525.2,Tumen,2024-01-17
0124,Фрукты,Фруктовые десерты,526.0,Moscow,2024-01-17
0210,Сыр,Сыры плавленые,768.3859649122807,St.Petersburg,2024-01-13
0210,Молочная продукция,"Пудинги, десерты",352.1587301587302,St.Petersburg,2024-01-15
0091,Ягоды,Свежие ягоды,2249.5,Tumen,2024-01-13
0210,Молочная продукция,Молоко,113.35693215339234,St.Petersburg,2024-01-17
0203,Молочная продукция,Прочее молоко,311.8,Ekaterinburg,2024-01-15
0203,Овощи,Томаты,865.52,Ekaterinburg,2024-01-17
0238,Сыр,Выдержанные сыры,1652.5714285714287,Kazan,2024-01-13
0210,Овощи,Перец,2209.909090909091,St.Petersburg,2024-01-15
0124,Сыр,"Эдам, Гауда, Тильзитер",1182.3564356435643,Moscow,2024-01-17
0203,Молочная продукция,Сгущённое молоко,471.24,Ekaterinburg,2024-01-13
0091,Овощи,Перец,973.5,Tumen,2024-01-15
0124,Сыр,"Фета, Брынза",764.2745098039215,Moscow,2024-01-15
0203,Фрукты,Мандарины,300.0,Ekaterinburg,2024-01-13
0091,Овощи,Зелень,1812.9245283018868,Tumen,2024-01-17
0091,Молочная продукция,Молоко,111.66442953020135,Tumen,2024-01-15
0210,Вино,Безалкогольные вина,929.9195,St.Petersburg,2024-01-13
0124,Сыр,Маасдам,1353.357142857143,Moscow,2024-01-15
0203,Вино,Белые вина,990.421125,Ekaterinburg,2024-01-17
0091,Сыр,Колбасные сыры,374.5,Tumen,2024-01-13
0179,Сыр,Маасдам,1395.4,Krasnodar,2024-01-15
0210,Сыр,Сыры рассольные национальные,859.4468085106383,St.Petersburg,2024-01-17
0091,Овощи,Салаты зеленые,1906.28125,Tumen,2024-01-15
0091,Сыр,Выдержанные сыры,1677.6666666666667,Tumen,2024-01-13
0238,Молочная продукция,Молоко,105.55801104972376,Kazan,2024-01-15
0179,Вино,Красные вина,947.3779999999998,Krasnodar,2024-01-17
0203,Молочная продукция,Сырки,1181.7843137254902,Ekaterinburg,2024-01-13
0179,Сыр,Творожные сыры,912.0439560439561,Krasnodar,2024-01-15
0210,Сыр,"Сыры деликатесные козьи, овечьи",2728.36,St.Petersburg,2024-01-17
0210,Овощи,Морковь,84.0,St.Petersburg,2024-01-13
0179,Курица,Субпродукты куриные,268.14285714285717,Krasnodar,2024-01-15
0124,Мясо охлажденное,Полуфабрикаты из говядины,1809.1904761904761,Moscow,2024-01-17
0124,Сыр,Сыры с плесенью,2403.0,Moscow,2024-01-13
0124,Сыр,Копчёные снеки,1507.2121212121212,Moscow,2024-01-15
0124,Молочная продукция,Сливки,519.4759036144578,Moscow,2024-01-17
0091,Молочная продукция,Творог и творожная масса,486.55555555555554,Tumen,2024-01-13
0238,Мясо охлажденное,Полуфабрикаты из говядины,1723.8,Kazan,2024-01-15
0210,Молочная продукция,"Пудинги, десерты",347.77358490566036,St.Petersburg,2024-01-17
0124,Фрукты,Фруктовые снеки и нарезки,47763.666666666664,Moscow,2024-01-13
0238,Сыр,Сыры для гриля,907.2,Kazan,2024-01-15
0203,Молочная продукция,Прочее молоко,316.1111111111111,Ekaterinburg,2024-01-17
0091,Сыр,"Фета, Брынза",780.8857142857142,Tumen,2024-01-15
0179,Молочная продукция,Сгущённое молоко,450.6588235294118,Krasnodar,2024-01-15
0210,Мясо охлажденное,Мясной фарш и полуфабрикаты,625.0666666666667,St.Petersburg,2024-01-13
0238,Молочная продукция,Сгущённое молоко,431.1489361702128,Kazan,2024-01-15
0210,Овощи,Перец,2187.7368421052633,St.Petersburg,2024-01-17
0203,Мясо охлажденное,Мясной фарш и полуфабрикаты,528.0,Ekaterinburg,2024-01-13
0210,Сыр,Сыры для гриля,1287.5454545454545,St.Petersburg,2024-01-15
0091,Овощи,Перец,992.2857142857143,Tumen,2024-01-17
0203,Сыр,Сыры с плесенью,2423.529411764706,Ekaterinburg,2024-01-13
0203,Молочная продукция,Йогурты и творожные десерты,359.76062639821026,Ekaterinburg,2024-01-15
0124,Сыр,"Фета, Брынза",764.8505747126437,Moscow,2024-01-17
0203,Сыр,Фермерские сыры,1356.3333333333333,Ekaterinburg,2024-01-13
0238,Сыр,"Эдам, Гауда, Тильзитер",1093.33014354067,Kazan,2024-01-15
0124,Сыр,Маасдам,1353.9787234042553,Moscow,2024-01-17
0124,Молочная продукция,Молочные коктейли,238.44444444444446,Moscow,2024-01-13
0124,Сыр,Тёртые сыры,1352.75,Moscow,2024-01-15
0091,Молочная продукция,Молоко,110.15748031496064,Tumen,2024-01-17
0124,Мясо охлажденное,Свинина охлажденная,399.0,Moscow,2024-01-13
0179,Сыр,Сыры с плесенью,2381.4137931034484,Krasnodar,2024-01-15
0179,Мясо охлажденное,Говядина охлажденная,1249.0,Krasnodar,2024-01-15
0179,Сыр,Сыры для кулинарии,913.4285714285714,Krasnodar,2024-01-13
0091,Сыр,Сыры с плесенью,2478.490909090909,Tumen,2024-01-15
0179,Сыр,Маасдам,1390.9591836734694,Krasnodar,2024-01-17
0091,Мясо охлажденное,Субпродукты из мяса,3369.0,Tumen,2024-01-13
0124,Сыр,Тофу,601.5555555555555,Moscow,2024-01-15
0091,Овощи,Салаты зеленые,1809.46875,Tumen,2024-01-17
0124,Мясо охлажденное,Говядина охлажденная,1052.0,Moscow,2024-01-15
0124,Сыр,Сыры плавленые,796.4333333333333,Moscow,2024-01-13
0091,Вино,Безалкогольные вина,920.1786666666667,Tumen,2024-01-15
0179,Сыр,Творожные сыры,915.32,Krasnodar,2024-01-17
0124,Фрукты,Экзотические фрукты,589.0,Moscow,2024-01-13
0091,Сыр,Творожные сыры,883.0,Tumen,2024-01-15
0179,Курица,Субпродукты куриные,254.75,Krasnodar,2024-01-17
0124,Сыр,Выдержанные сыры,1861.2903225806451,Moscow,2024-01-15
0210,Молочная продукция,Сметана,357.825,St.Petersburg,2024-01-13
0124,Молочная продукция,Йогурты и творожные десерты,383.61267605633805,Moscow,2024-01-15
0238,Молочная продукция,Молоко,105.39936102236422,Kazan,2024-01-17
0091,Сыр,Сыры рассольные национальные,968.1,Tumen,2024-01-13
0179,Сыр,Тофу,591.75,Krasnodar,2024-01-15
0238,Мясо охлажденное,Полуфабрикаты из говядины,1711.5384615384614,Kazan,2024-01-17
0210,Овощи,Лук,456.0,St.Petersburg,2024-01-13
0179,Вино,Безалкогольные вина,935.764,Krasnodar,2024-01-15
0238,Сыр,Сыры для гриля,903.125,Kazan,2024-01-17
0210,Молочная продукция,Прочее молоко,476.3333333333333,St.Petersburg,2024-01-13
0203,Мясо охлажденное,Свинина охлажденная,232.0,Ekaterinburg,2024-01-15
0124,Сыр,Копчёные снеки,1512.0363636363636,Moscow,2024-01-17
0210,Фрукты,Авокадо,1022.0,St.Petersburg,2024-01-15
0091,Сыр,"Фета, Брынза",772.4923076923077,Tumen,2024-01-17
0179,Овощи,Томаты,741.2142857142857,Krasnodar,2024-01-13
0238,Овощи,Томаты,770.695652173913,Kazan,2024-01-15
0179,Молочная продукция,Йогурты и творожные десерты,370.08620689655174,Krasnodar,2024-01-13
0179,Молочная продукция,Сгущённое молоко,451.0,Krasnodar,2024-01-17
0238,Сыр,Сыры с плесенью,2285.777777777778,Kazan,2024-01-13
0203,Овощи,Лук,84.0,Ekaterinburg,2024-01-15
0238,Молочная продукция,Сгущённое молоко,430.0135135135135,Kazan,2024-01-17
0179,Сыр,Моцарелла,1074.3333333333333,Krasnodar,2024-01-13
0210,Сыр,Сыры плавленые,766.5502958579882,St.Petersburg,2024-01-15
0210,Сыр,Сыры для гриля,1287.421052631579,St.Petersburg,2024-01-17
0203,Сыр,Сыры рассольные национальные,916.2857142857143,Ekaterinburg,2024-01-13
0091,Ягоды,Свежие ягоды,2400.285714285714,Tumen,2024-01-15
0179,Овощи,Зернобобовые,374.0,Krasnodar,2024-01-13
0238,Сыр,Выдержанные сыры,1648.4285714285713,Kazan,2024-01-15
0238,Сыр,"Эдам, Гауда, Тильзитер",1087.849582172702,Kazan,2024-01-17
0203,Молочная продукция,Сгущённое молоко,456.38709677419354,Ekaterinburg,2024-01-15
0124,Вино,Безалкогольные вина,929.9195,Moscow,2024-01-13
0203,Фрукты,Мандарины,300.0,Ekaterinburg,2024-01-15
0203,Молочная продукция,Йогурты и творожные десерты,359.3698113207547,Ekaterinburg,2024-01-17
0203,Овощи,Салаты зеленые,1955.5,Ekaterinburg,2024-01-13
0210,Вино,Безалкогольные вина,929.9195,St.Petersburg,2024-01-15
0124,Сыр,Тёртые сыры,1379.7916666666667,Moscow,2024-01-17
0203,Молочная продукция,Кисломолочные напитки и закваски,212.42857142857142,Ekaterinburg,2024-01-13
0091,Сыр,Колбасные сыры,410.8,Tumen,2024-01-15
0179,Сыр,Сыры с плесенью,2319.90099009901,Krasnodar,2024-01-17
0091,Сыр,Выдержанные сыры,1684.9787234042553,Tumen,2024-01-15
0091,Овощи,Томаты,890.3,Tumen,2024-01-13
0203,Молочная продукция,Сырки,1213.3709677419354,Ekaterinburg,2024-01-15
0179,Мясо охлажденное,Говядина охлажденная,1249.0,Krasnodar,2024-01-17
0238,Курица,Полуфабрикаты куриные,368.0,Kazan,2024-01-13
0210,Овощи,Морковь,84.0,St.Petersburg,2024-01-15
0124,Молочная продукция,Творог и творожная масса,543.55,Moscow,2024-01-13
0124,Сыр,Сыры с плесенью,2342.246153846154,Moscow,2024-01-15
0091,Курица,Полуфабрикаты куриные,489.0,Tumen,2024-01-13
0091,Молочная продукция,Творог и творожная масса,488.47133757961785,Tumen,2024-01-15
0124,Фрукты,Фруктовые снеки и нарезки,48572.0,Moscow,2024-01-15
0210,Мясо охлажденное,Полуфабрикаты из свинины,681.2,St.Petersburg,2024-01-13
0210,Мясо охлажденное,Мясной фарш и полуфабрикаты,631.9333333333333,St.Petersburg,2024-01-15
0179,Сыр,Колбасные сыры,692.5,Krasnodar,2024-01-13
